"castid","repoid","target","source","qltag","link","value"
"804179",838,"String","Object","SearchOrFilterByType","https://lgtm.com/projects/g/pulse00/Symfony-2-Eclipse-Plugin/snapshot/dist-25990051-1524814812150/files/com.dubture.symfony.core/src/com/dubture/symfony/core/parser/YamlRoutingParser.java?#L104","#UseRawType#LookupById,@src"
"3207209",3275,"SourceTextModuleRecord","ModuleRecord","RefCast","https://lgtm.com/projects/g/anba/es6draft/snapshot/dist-62290052-1524814812150/files/src/main/java/com/github/anba/es6draft/runtime/modules/ModuleSemantics.java?#L94","#GuardByInstanceOf:single,@src"
"5596879",5485,"ActivityService","BaseService","RefCast","https://lgtm.com/projects/g/OpenNTF/SocialSDK/snapshot/dist-57230143-1524814812150/files/sdk/com.ibm.sbt.core/src/main/java/com/ibm/sbt/services/client/connections/activities/Activity.java?#L337","#Family,@src"
"1387640",1273,"InternalEObject","EObject","Stash","https://lgtm.com/projects/g/jboss-switchyard/tools/snapshot/dist-7890424-1524814812150/files/eclipse/plugins/org.switchyard.tools.models.switchyard1_0/src/org/switchyard/tools/models/switchyard1_0/spring/impl/ResequenceDefinitionImpl.java?#L1131","#Family,@gen"
"3345537",3535,"short","int","PrimCast","https://lgtm.com/projects/g/alibaba/RocketMQ/snapshot/dist-9980065-1524814812150/files/rocketmq-remoting/src/main/java/com/alibaba/rocketmq/remoting/protocol/RocketMQSerializable.java?#L114","?BrokenLink"
"6007752",5842,"WebConfig","Entity","RefCast","https://lgtm.com/projects/g/codelibs/fess/snapshot/dist-940022-1524814812150/files/src/main/java/org/codelibs/fess/es/config/bsentity/dbmeta/WebConfigDbm.java?#L119","#Family,@src"
"190622",204,"byte","int","PrimCast","https://lgtm.com/projects/g/plantuml/plantuml/snapshot/dist-7900257-1524814812150/files/src/net/sourceforge/plantuml/eggs/PSystemAppleTwo.java?#L288","#Literal:IntToByteArray,@gen"
"2831453",2788,"Bundle","Object","Cast","https://lgtm.com/projects/g/DroidPluginTeam/DroidPlugin/snapshot/dist-1505961795991-1524814812150/files/project/Libraries/DroidPlugin/src/com/morgoo/droidplugin/hook/handle/IActivityManagerHookHandle.java?#L216","#ReflectiveAccessibility:FieldGet,@src"
"7648145",6842,"STColorType","TypeStoreUser","RefCast","https://lgtm.com/projects/g/apache/poi/snapshot/dist-1790760597-1524814812150/files/build/xmlbean-sources/com/microsoft/schemas/vml/impl/CTImageImpl.java?#L6979","#LookupById,@gen"
"5002002",4930,"IGosuClass","IGosuClass","RefCast","https://lgtm.com/projects/g/gosu-lang/gosu-lang/snapshot/dist-1970880123-1524814812150/files/gosu-test/src/test/java/gw/spec/core/annotations/java/GeneratedJavaAnnotationInstancesTest.java?#L1608","#Factory,@gen"
"4552132",4339,"X509Certificate","Certificate","ClassFamily","https://lgtm.com/projects/g/Meituan-Dianping/walle/snapshot/dist-1982540792-1524814812150/files/plugin/src/main/java/com/android/apksigner/core/internal/apk/v2/V2SchemeVerifier.java?#L275","#Factory,@src"
"8987471",7516,"IntegerData","DataObject","Redundant","https://lgtm.com/projects/g/DigitalMfgCommons/dome/snapshot/dist-1292641344-1524814812150/files/src/mit/cadlab/dome3/plugin/catia/dataobject/CATIAInteger.java?#L61","?BrokenLink"
"294428",317,"String","Object","Cast","https://lgtm.com/projects/g/googleads/googleads-java-lib/snapshot/dist-44920018-1524814812150/files/modules/adwords_axis/src/main/java/com/google/api/ads/adwords/axis/v201802/cm/AdGroupExtensionSettingServiceSoapBindingStub.java?#L1205","#UseRawType,@src"
"614075",622,"XYPlot","Plot","Cast","https://lgtm.com/projects/g/jfree/jfreechart/snapshot/dist-1768962908-1524814812150/files/src/test/java/org/jfree/chart/XYStepAreaChartTest.java?#L133","#Factory,@src"
"5695218",5517,"short","byte","SearchOrFilterByType","https://lgtm.com/projects/g/IanDarwin/javasrc/snapshot/dist-57440056-1524814812150/files/src/main/java/dbm/ReadHistNS.java?#L16","#Numeric,@src"
"5732279",5567,"_LockOwner","<nulltype>","RefCast","https://lgtm.com/projects/g/cojen/Tupl/snapshot/dist-22620005-1524814812150/files/src/main/java/org/cojen/tupl/_LockManager.java?#L535","#SelectOverload:Null,@src"
"1248939",1161,"Symbol","Object","RefCast","https://lgtm.com/projects/g/eclipse/pdt/snapshot/dist-19313119-1524814812150/files/plugins/org.eclipse.php.core/src/org/eclipse/php/internal/core/compiler/ast/parser/php71/CompilerAstParser.java?#L12418","#UseRawType,@gen"
"2256075",2079,"int","float","PrimCast","https://lgtm.com/projects/g/AigeStudio/DatePicker/snapshot/dist-1877340405-1524814812150/files/DatePicker/src/main/java/cn/aigestudio/datepicker/views/MonthView.java?#L234","#Numeric,@src"
"1763718",1557,"float","double","Cast","https://lgtm.com/projects/g/Deadrik/TFCraft/snapshot/dist-41940066-1524814812150/files/build/sources/java/com/bioxx/tfc/Render/TESR/TESRFoodPrep.java?#L60","?BrokenLink"
"7282640",6803,"Class<>","Object","TypeParameterResolution","https://lgtm.com/projects/g/apache/struts/snapshot/dist-1884381872-1524814812150/files/core/src/main/java/com/opensymphony/xwork2/ognl/accessor/XWorkMapPropertyAccessor.java?#L134","#LookupById,@src"
"6051216",5899,"GlideOptions","RequestOptions","RefCast","https://lgtm.com/projects/g/bumptech/glide/snapshot/dist-1971780070-1524814812150/files/samples/svg/build/generated/source/apt/debug/com/bumptech/glide/samples/svg/GlideOptions.java?#L524","#CovariantReturnType,@src"
"8288564",6898,"BasicApplication","Entity","RefCast","https://lgtm.com/projects/g/apache/brooklyn-server/snapshot/dist-15010055-1524814812150/files/test-framework/src/test/java/org/apache/brooklyn/test/framework/yaml/TestHttpCallYamlTest.java?#L79","#Factory,@test"
"3400094",3540,"CmrFieldType","XmlObject","Cast","https://lgtm.com/projects/g/SmartBear/soapui/snapshot/dist-1793321538-1524814812150/files/soapui/target/generated-sources/xmlbeans/com/sun/java/xml/ns/j2Ee/CmrFieldType.java?#L159","#Deserialization,@src"
"3866276",3647,"FiltersState","Object","RefCast","https://lgtm.com/projects/g/GrizzlyNIO/grizzly-mirror/snapshot/dist-50010069-1524814812150/files/modules/grizzly/src/main/java/org/glassfish/grizzly/filterchain/DefaultFilterChain.java?#L494","?BrokenLink"
"6460548",6457,"APIUpdateCephPrimaryStorageMonMsg","APIMessage","RefCast","https://lgtm.com/projects/g/zstackorg/zstack/snapshot/dist-1790922600-1524814812150/files/plugin/ceph/src/main/java/org/zstack/storage/ceph/CephApiInterceptor.java?#L53","#GuardByInstanceOf:single,@src"
"7611177",6840,"X509Certificate","?","RefCast","https://lgtm.com/projects/g/apache/wss4j/snapshot/dist-18770035-1524814812150/files/ws-security-common/src/main/java/org/apache/wss4j/common/crypto/CryptoBase.java?#L294","#RemoveWildcard,@src"
"6125786",6012,"Long","Object","Redundant","https://lgtm.com/projects/g/UniTime/unitime/snapshot/dist-22721873-1524814812150/files/target/src/org/unitime/timetable/model/Location.java?#L1137","?BrokenLink"
"7707655",6842,"SimpleValue","TypeStoreUser","ClassFamily","https://lgtm.com/projects/g/apache/poi/snapshot/dist-1790760597-1524814812150/files/build/xmlbean-sources/org/openxmlformats/schemas/drawingml/x2006/main/impl/CTLinePropertiesImpl.java?#L970","#LookupById,@src"
"7691694",6842,"CTEffectReference","XmlObject","RefCast","https://lgtm.com/projects/g/apache/poi/snapshot/dist-1790760597-1524814812150/files/build/xmlbean-sources/org/openxmlformats/schemas/drawingml/x2006/main/CTEffectReference.java?#L66","#Deserialization,@gen"
"2530611",2399,"SavedAttachment","? extends Attachment","SearchOrFilterByType","https://lgtm.com/projects/g/cloudant/sync-android/snapshot/dist-51050010-1524814812150/files/cloudant-sync-datastore-core/src/main/java/com/cloudant/sync/internal/documentstore/RevisionHistoryHelper.java?#L281","#KnownReturnType,@src"
"3483155",3619,"CriteriaDeleteImpl","CriteriaModify<T>","Cast","https://lgtm.com/projects/g/BatooOrg/BatooJPA/snapshot/dist-47730020-1524814812150/files/batoo-jpa/src/main/java/org/batoo/jpa/core/impl/criteria/CriteriaDeleteImpl.java?#L117","#Family,@src"
"7537549",6822,"byte","int","Cast","https://lgtm.com/projects/g/apache/cloudstack/snapshot/dist-14050053-1524814812150/files/services/console-proxy-rdp/rdpconsole/src/main/java/rdpclient/rdp/ClientInfoPDU.java?#L402","#Literal,@gen"
"3594359",3647,"UDPNIOTransport","TemporarySelectorsEnabledTransport","Cast","https://lgtm.com/projects/g/GrizzlyNIO/grizzly-mirror/snapshot/dist-50010069-1524814812150/files/modules/bundles/comet/src/main/java/org/glassfish/grizzly/nio/transport/UDPNIOTemporarySelectorWriter.java?#L65","?BrokenLink"
"4006269",3711,"IsWidget","?","RefCast","https://lgtm.com/projects/g/uberfire/uberfire/snapshot/dist-6810049-1524814812150/files/uberfire-workbench/uberfire-workbench-client-views-patternfly/src/main/java/org/uberfire/client/views/pfly/menu/DropdownMenuVisitor.java?#L63","#Family,@src"
"6119548",6012,"HTML","Widget","RefCast","https://lgtm.com/projects/g/UniTime/unitime/snapshot/dist-22721873-1524814812150/files/target/src/org/unitime/timetable/gwt/client/curricula/CurriculaTable.java?#L1141","?BrokenLink"
"6231621",6077,"byte","int","PrimCast","https://lgtm.com/projects/g/open-keychain/open-keychain/snapshot/dist-1868330398-1524814812150/files/extern/bouncycastle/core/src/main/java/org/bouncycastle/crypto/engines/CamelliaLightEngine.java?#L71","#Literal,@gen"
"3400704",3540,"EjbClassType","XmlObject","Redundant","https://lgtm.com/projects/g/SmartBear/soapui/snapshot/dist-1793321538-1524814812150/files/soapui/target/generated-sources/xmlbeans/com/sun/java/xml/ns/j2Ee/EjbClassType.java?#L29","#NewDynamicInstance,@src"
"2661743",2526,"XResForwarder","Object","InstanceOfGuarded","https://lgtm.com/projects/g/qingyan1990/luckymoney/snapshot/dist-2034270478-1524814812150/files/app/src/main/lib/XposedBridgeApi-54.jar/android/content/res/XResources.java?#L547","#GuardByInstanceOf:single,@src"
"2197026",2007,"ListItemEntry","BaseContentEntry<>","RefCast","https://lgtm.com/projects/g/sih4sing5hong5/google-sites-liberation/snapshot/dist-1798195478-1524814812150/files/src/main/java/com/google/sites/liberation/imprt/EntryUploaderImpl.java?#L105","#GuardByInstanceOf:typecase,@src"
"7616829",6842,"SimpleValue","TypeStoreUser","RefCast","https://lgtm.com/projects/g/apache/poi/snapshot/dist-1790760597-1524814812150/files/build/xmlbean-sources/com/microsoft/schemas/compatibility/impl/AlternateContentDocumentImpl.java?#L1164","#LookupById,@gen"
"5956807",5825,"MarkSheet_Base","MarkSheet","Cast","https://lgtm.com/projects/g/FenixEdu/fenixedu-academic/snapshot/dist-29270029-1524814812150/files/target/generated-test-sources/dml-maven-plugin/org/fenixedu/academic/domain/MarkSheet_Base.java?#L51","#AccessSuperclassField,@gen"
"7947748",6857,"SocketFactory","?","RefCast","https://lgtm.com/projects/g/apache/hadoop/snapshot/dist-956730001-1524814812150/files/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/net/NetUtils.java?#L140","#NewDynamicInstance,@src"
"5674545",5500,"DescribeSeverityLevelsResult","Object","RefCast","https://lgtm.com/projects/g/aws/aws-sdk-java/snapshot/dist-6950065-1524814812150/files/aws-java-sdk-support/src/main/java/com/amazonaws/services/support/model/DescribeSeverityLevelsResult.java?#L164","#Clone,@src"
"8969028",7516,"IntegrationProject","Model","Redundant","https://lgtm.com/projects/g/DigitalMfgCommons/dome/snapshot/dist-1292641344-1524814812150/files/src/mit/cadlab/dome3/objectmodel/modelinterface/ModelInterfaceBase.java?#L196","?BrokenLink"
"500479",514,"TopicWrapper","Object","RefCast","https://lgtm.com/projects/g/xmindltd/xmind/snapshot/dist-1795220104-1524814812150/files/bundles/org.xmind.core/src/org/xmind/core/util/TopicIterator.java?#L89","#GuardByInstanceOf:single,@src"
"8739642",7281,"int","float","PrimCast","https://lgtm.com/projects/g/jiangqqlmj/DragHelper4QQ/snapshot/dist-2029710558-1524814812150/files/app/src/main/java/com/chinaztt/widget/ViewDragHelper.java?#L974","#Numeric,@src"
"4615170",4429,"byte","int","Cast","https://lgtm.com/projects/g/bcgit/bc-java/snapshot/dist-20740003-1524814812150/files/core/src/main/java/org/bouncycastle/crypto/engines/ARIAEngine.java?#L53","#Literal:IntToByteArray,@gen"
"2108642",1883,"Pattern","Annotation","ClassFamily","https://lgtm.com/projects/g/candlepin/candlepin/snapshot/dist-4860460-1524814812150/files/server/src/main/java/org/candlepin/swagger/CandlepinSwaggerModelConverter.java?#L771","#LookupById,@src"
"7428784",6818,"Painting","Object","RefCast","https://lgtm.com/projects/g/apache/cayenne/snapshot/dist-1890050-1524814812150/files/cayenne-server/src/test/java/org/apache/cayenne/access/NestedDataContextWriteIT.java?#L403","#LookupById,@src"
"6205138",6068,"int","double","Stash","https://lgtm.com/projects/g/imagej/ImageJA/snapshot/dist-9980114-1524814812150/files/src/main/java/ij/macro/Functions.java?#L3639","#Numeric,@src"
"6849728",6523,"Queue","Destination","Stash","https://lgtm.com/projects/g/mmosemmle/activemq_20155254/snapshot/dist-1506125586028-1524814812150/files/activemq-broker/src/main/java/org/apache/activemq/broker/jmx/QueueView.java?#L179","#Family,@src"
"3883884",3647,"UDPNIOBindingHandler","AbstractBindingHandler","ClassFamily","https://lgtm.com/projects/g/GrizzlyNIO/grizzly-mirror/snapshot/dist-50010069-1524814812150/files/modules/grizzly/src/main/java/org/glassfish/grizzly/nio/transport/UDPNIOBindingHandler.java?#L170","?BrokenLink"
"7592685",6835,"byte","int","Cast","https://lgtm.com/projects/g/apache/vxquery/snapshot/dist-11050008-1524814812150/files/vxquery-core/src/main/java/org/apache/vxquery/runtime/functions/castable/CastableAsGYearOperation.java?#L44","#Literal:IntToByteInvocation,@src"
"250799",252,"CornerImageTokenOverlay","BooleanTokenOverlay","InstanceOfGuarded","https://lgtm.com/projects/g/RPTools/maptool/snapshot/dist-22700075-1524814812150/files/maptool/src/main/java/net/rptools/maptool/client/ui/campaignproperties/TokenStatesController.java?#L421","#GuardByInstanceOf:typecase,@src"
"1526185",1396,"byte","char","PrimCast","https://lgtm.com/projects/g/geotools/geotools/snapshot/dist-34400114-1524814812150/files/modules/library/main/src/main/java/org/geotools/data/Base64.java?#L136","#Literal,@gen"
"7311714",6806,"BigDecimal[]","Object","Cast","https://lgtm.com/projects/g/apache/ignite/snapshot/dist-4930010-1524814812150/files/modules/core/src/test/java/org/apache/ignite/internal/binary/BinaryMarshallerSelfTest.java?#L2719","#Factory,@test"
"572516",577,"URI","Object","Cast","https://lgtm.com/projects/g/jaeksoft/opensearchserver/snapshot/dist-52010024-1524814812150/files/src/main/java/com/jaeksoft/searchlib/crawler/web/spider/HttpAbstract.java?#L236","#GuardByInstanceOf:single,@src"
"8497762",7027,"CountryRealmProxyInterface","Country","SearchOrFilterByType","https://lgtm.com/projects/g/patloew/countries/snapshot/dist-2030600426-1524814812150/files/app/build/generated/source/apt/devBackend/release/io/realm/CountryRealmProxy.java?#L1028","#ImplicitIntersectionType,@gen"
"7186104",6781,"CommonTree","Object","Cast","https://lgtm.com/projects/g/apache/pig/snapshot/dist-1791860565-1524814812150/files/src-gen/org/apache/pig/parser/AstValidator.java?#L15523","?BrokenLink"
"1272896",1161,"FileContext","Object","Cast","https://lgtm.com/projects/g/eclipse/pdt/snapshot/dist-19313119-1524814812150/files/plugins/org.eclipse.php.core/src/org/eclipse/php/internal/core/typeinference/context/FileContext.java?#L104","#Equals:GetClass,@src"
"6890750",6523,"BrokerService","Object","RefCast","https://lgtm.com/projects/g/mmosemmle/activemq_20155254/snapshot/dist-1506125586028-1524814812150/files/activemq-unit-tests/src/test/java/org/apache/activemq/security/JaasDualAuthenticationNetworkBridgeTest.java?#L75","#LookupById,@src"
"1918580",1703,"Criteria","GeneratedCriteria","Cast","https://lgtm.com/projects/g/mybatis/generator/snapshot/dist-1795450430-1524814812150/files/core/mybatis-generator-systests-mybatis3/target/generated-sources/mybatis-generator/mbg/test/mb3/generated/annotated/conditional/model/PkfieldsExample.java?#L709","#SoleSubclassImplementation#FluentAPI,@gen"
"2272659",2115,"int","int","Cast","https://lgtm.com/projects/g/nativelibs4java/BridJ/snapshot/dist-33890178-1524814812150/files/target/generated-sources/test/org/bridj/CallTest.java?#L192","#Redundant#Literal:IntToInt,@test"
