"castid","repoid","target","source","qltag","link","value"
"4987167",4930,"Deprecated","Object","Testing","https://lgtm.com/projects/g/gosu-lang/gosu-lang/snapshot/dist-1970880123-1524814812150/files/gosu-test/src/test/java/gw/spec/core/annotations/instances/GeneratedCoreAnnotationInstancesOnEnhancementDirectlyTest.java?#L3290","#GetOrCreateByClassLiteral,@src"
"6810625",6481,"byte","int","Cast","https://lgtm.com/projects/g/RestComm/mediaserver/snapshot/dist-1796501640-1524814812150/files/spi/src/main/java/org/restcomm/media/spi/dtmf/DtmfTonesData.java?#L70","#Literal:IntToByteArray,@gen"
"5248247",5133,"RuntimeException","Throwable","SearchOrFilterByType","https://lgtm.com/projects/g/GeoWebCache/geowebcache/snapshot/dist-1793670713-1524814812150/files/geowebcache/georss/src/main/java/org/geowebcache/georss/GeoRSSPollTask.java?#L302","#FluentAPI,@src"
"1349213",1249,"Variable","Expression","RefCast","https://lgtm.com/projects/g/wso2/siddhi/snapshot/dist-4960007-1524814812150/files/modules/siddhi-core/src/main/java/org/wso2/siddhi/core/table/record/ExpressionBuilder.java?#L277","#GuardByInstanceOf:typecase,@src"
"6374284",6289,"byte","int","Cast","https://lgtm.com/projects/g/aboutsip/pkts/snapshot/dist-24100024-1524814812150/files/pkts-core/src/test/java/io/pkts/RawData.java?#L775","#Literal:array,@gen"
"7046946",6763,"SubscriptionInfo","Object","RefCast","https://lgtm.com/projects/g/apache/activemq/snapshot/dist-11730660-1524814812150/files/activemq-openwire-legacy/src/main/java/org/apache/activemq/openwire/v4/SubscriptionInfoMarshaller.java?#L68","#Family,@gen"
"4772995",4635,"InvalidRequestException","Exception","Cast","https://lgtm.com/projects/g/line/armeria/snapshot/dist-3980308-1524814812150/files/thrift0.9/gen-src/test/java/com/linecorp/armeria/service/test/thrift/cassandra/Cassandra.java?#L5340","#GuardByInstanceOf:typecase,@src"
"3350925",3540,"HttpRequestInterface<?>","AbstractHttpRequestInterface<?>","InstanceOfGuarded","https://lgtm.com/projects/g/SmartBear/soapui/snapshot/dist-1793321538-1524814812150/files/soapui/src/main/java/com/eviware/soapui/impl/wsdl/submit/filters/HttpPackagingResponseFilter.java?#L51","#GuardByInstanceOf:single,@src"
"8273200",6898,"Entity","Startable","RefCast","https://lgtm.com/projects/g/apache/brooklyn-server/snapshot/dist-15010055-1524814812150/files/core/src/main/java/org/apache/brooklyn/core/entity/trait/StartableMethods.java?#L84","#ImplicitIntersectionType,@src"
"6782020",6481,"byte","int","PrimCast","https://lgtm.com/projects/g/RestComm/mediaserver/snapshot/dist-1796501640-1524814812150/files/spi/src/main/java/org/restcomm/media/spi/dtmf/DtmfTonesData.java?#L53","#Literal:IntToByteArray,@gen"
"6866507",6523,"ActiveMQDestination","DataStructure","ClassFamily","https://lgtm.com/projects/g/mmosemmle/activemq_20155254/snapshot/dist-1506125586028-1524814812150/files/activemq-openwire-legacy/src/main/java/org/apache/activemq/openwire/v2/MessageMarshaller.java?#L188","#Deserialization,@gen"
"7768910",6842,"STNumFmtId","XmlObject","Cast","https://lgtm.com/projects/g/apache/poi/snapshot/dist-1790760597-1524814812150/files/build/xmlbean-sources/org/openxmlformats/schemas/spreadsheetml/x2006/main/STNumFmtId.java?#L52","#Deserialization,@gen"
"6525501",6481,"byte","int","PrimCast","https://lgtm.com/projects/g/RestComm/mediaserver/snapshot/dist-1796501640-1524814812150/files/codecs/g711/src/main/java/org/restcomm/media/codec/g711/alaw/EncoderData.java?#L2707","#Literal:array,@gen"
"4777326",4635,"IOError","Exception","Cast","https://lgtm.com/projects/g/line/armeria/snapshot/dist-3980308-1524814812150/files/thrift0.9/gen-src/test/java/com/linecorp/armeria/service/test/thrift/hbase/Hbase.java?#L6975","#GuardByInstanceOf:single,@src"
"8125795",6872,"AutoscalePolicy","Object","SearchOrFilterByType","https://lgtm.com/projects/g/apache/stratos/snapshot/dist-12060203-1524814812150/files/components/org.apache.stratos.autoscaler/src/main/java/org/apache/stratos/autoscaler/registry/RegistryManager.java?#L401","#GuardByInstanceOf:single,@src"
"4201588",3896,"String","String","SearchOrFilterByType","https://lgtm.com/projects/g/VincentRisi/jportal/snapshot/dist-1506201036398-1524814812150/files/generators/vlab/jportal/Lite3CCode.java?#L166","#Redundant,@src"
"8145307",6875,"Mode","Object","RefCast","https://lgtm.com/projects/g/apache/cxf/snapshot/dist-2126650689-1524814812150/files/rt/frontend/jaxws/src/main/java/org/apache/cxf/jaxws/handler/logical/LogicalMessageImpl.java?#L183","#LookupById,@src"
"4382481",4118,"Entity","Object","RefCast","https://lgtm.com/projects/g/sk89q/WorldGuard/snapshot/dist-1795351250-1524814812150/files/worldguard-legacy/src/main/java/com/sk89q/worldguard/bukkit/listener/RegionProtectionListener.java?#L157","#GuardByInstanceOf:typecase,@src"
"5046475",4936,"char","int","Cast","https://lgtm.com/projects/g/geogebra/geogebra/snapshot/dist-1800140137-1524814812150/files/desktop/src/main/java/org/freehep/graphics2d/font/MACLatin.java?#L750","#Literal:InvocationContext,@gen"
"1962026",1716,"DateTime","Object","RefCast","https://lgtm.com/projects/g/elastic/elasticsearch/snapshot/dist-1916470085-1524814812150/files/server/src/test/java/org/elasticsearch/search/aggregations/bucket/DateHistogramIT.java?#L1106","#Factory,@src"
"3687375",3647,"SSLTransportFilterWrapper","Filter","ClassFamily","https://lgtm.com/projects/g/GrizzlyNIO/grizzly-mirror/snapshot/dist-50010069-1524814812150/files/modules/bundles/http/src/main/java/org/glassfish/grizzly/ssl/SSLBaseFilter.java?#L267","?BrokenLink"
"5905053",5757,"Integer[]","Object[]","Testing","https://lgtm.com/projects/g/groovy/groovy-core/snapshot/dist-45390050-1524814812150/files/src/test/groovy/lang/EmptyRangeTest.java?#L382","#Factory,@test"
"6500315",6481,"byte","int","PrimCast","https://lgtm.com/projects/g/RestComm/mediaserver/snapshot/dist-1796501640-1524814812150/files/codecs/g711/src/main/java/org/restcomm/media/codec/g711/alaw/EncoderData.java?#L980","#Literal:array,@gen"
"1305677",1166,"int","long","Redundant","https://lgtm.com/projects/g/eclipse/jetty.project/snapshot/dist-1793550978-1524814812150/files/jetty-server/src/main/java/org/eclipse/jetty/server/handler/StatisticsHandler.java?#L295","#Numeric,@src"
"792516",818,"ProcessorType","TypeStoreUser","Cast","https://lgtm.com/projects/g/GraphWalker/graphwalker-project/snapshot/dist-7850303-1524814812150/files/graphwalker-io/target/generated-sources/xmlbeans/com/yworks/xml/graphml/impl/PostprocessorsTypeImpl.java?#L52","#LookupById,@gen"
"5983545",5825,"Sender","Sender_Base","Cast","https://lgtm.com/projects/g/FenixEdu/fenixedu-academic/snapshot/dist-29270029-1524814812150/files/target/generated-test-sources/dml-maven-plugin/org/fenixedu/academic/domain/util/email/Sender_Base.java?#L150","#SoleSubclassImplementation,@gen"
"8176408",6875,"byte","int","Cast","https://lgtm.com/projects/g/apache/cxf/snapshot/dist-2126650689-1524814812150/files/systests/uncategorized/src/test/java/org/apache/cxf/systest/type_test/I18NStrings.java?#L125","#Literal:array,@gen"
"1705991",1490,"WorkflowPathElement","Object","MethodArgumentObject","https://lgtm.com/projects/g/sharegov/opencirm/snapshot/dist-1506200246608-1524814812150/files/src/java/org/sharegov/cirm/workflows/WorkflowPathElement.java?#L104","#Equals:InstanceOf,@src"
"8803720",7415,"TypeCodec<T>","TypeCodec<UDTValue>","RefCast","https://lgtm.com/projects/g/datastax/java-driver/snapshot/dist-4870616-1524814812150/files/driver-core/src/main/java/com/datastax/driver/core/CodecRegistry.java?#L727","#GuardByInstanceOf:single,@src"
"1285609",1162,"Result<U,X>","Result<Object,Throwable>","Cast","https://lgtm.com/projects/g/eclipse/golo-lang/snapshot/dist-24830006-1524814812150/files/src/main/java/gololang/error/Result.java?#L386","#KnownReturnType,@src"
"507738",514,"char","int","Redundant","https://lgtm.com/projects/g/xmindltd/xmind/snapshot/dist-1795220104-1524814812150/files/bundles/org.xmind.org.freehep.vectorgraphics/src/org/xmind/org/freehep/graphics2d/font/MACLatin.java?#L803","#Literal:InvocationContext,@src"
"7569726",6834,"byte","int","Redundant","https://lgtm.com/projects/g/apache/derby/snapshot/dist-1799222346-1524814812150/files/java/drda/org/apache/derby/impl/drda/DecryptionManager.java?#L497","#Numeric,@src"
"3902661",3647,"ServerHttpRequestImpl","HttpHeader","Cast","https://lgtm.com/projects/g/GrizzlyNIO/grizzly-mirror/snapshot/dist-50010069-1524814812150/files/modules/http/src/main/java/org/glassfish/grizzly/http/HttpServerFilter.java?#L623","?BrokenLink"
"8613282",7124,"float","double","PrimCast","https://lgtm.com/projects/g/r21nomi/AndroidRPInterpolator/snapshot/dist-2029640483-1524814812150/files/library/src/main/java/com/github/r21nomi/androidrpinterpolator/RPInterpolator.java?#L36","#Numeric,@src"
"5656641",5500,"VideoCodecSettings","Object","Clone","https://lgtm.com/projects/g/aws/aws-sdk-java/snapshot/dist-6950065-1524814812150/files/aws-java-sdk-medialive/src/main/java/com/amazonaws/services/medialive/model/VideoCodecSettings.java?#L103","#Clone,@src"
"7285433",6803,"EarlyInitializableBean","EarlyInitializable","Testing","https://lgtm.com/projects/g/apache/struts/snapshot/dist-1884381872-1524814812150/files/core/src/test/java/com/opensymphony/xwork2/inject/ContainerImplTest.java?#L129","#SoleSubclassImplementation,@test"
"3864097",3647,"LZMAOutputState","LastResultAwareState<Buffer,Buffer>","Cast","https://lgtm.com/projects/g/GrizzlyNIO/grizzly-mirror/snapshot/dist-50010069-1524814812150/files/modules/grizzly/src/main/java/org/glassfish/grizzly/compression/lzma/LZMAEncoder.java?#L94","?BrokenLink"
"2885693",2882,"Object","Locator","Testing","https://lgtm.com/projects/g/rackerlabs/blueflood/snapshot/dist-1800340-1524814812150/files/blueflood-core/src/test/java/com/rackspacecloud/blueflood/types/LocatorTest.java?#L328","#SelectOverload:Upcast,@test"
"6444726",6435,"ClassDecl","TypeDecl","RefCast","https://lgtm.com/projects/g/fasterthanlime/jooc-legacy/snapshot/dist-1795631245-1524814812150/files/src/org/ooc/frontend/model/MemberAccess.java?#L243","#GuardByInstanceOf:single,@src"
"8075429",6867,"Builder","Builder","Redundant","https://lgtm.com/projects/g/apache/hbase/snapshot/dist-19218571-1524814812150/files/hbase-protocol-shaded/target/generated-sources/protobuf/java/org/apache/hadoop/hbase/shaded/protobuf/generated/MasterProtos.java?#L21944","#GuardByInstanceOf:single,@gen"
"6717397",6481,"byte","int","PrimCast","https://lgtm.com/projects/g/RestComm/mediaserver/snapshot/dist-1796501640-1524814812150/files/codecs/g711/src/main/java/org/restcomm/media/codec/g711/ulaw/EncoderData.java?#L6807","#Literal:IntToByteArray,@gen"
"4621356",4429,"byte","int","PrimCast","https://lgtm.com/projects/g/bcgit/bc-java/snapshot/dist-20740003-1524814812150/files/core/src/main/java/org/bouncycastle/crypto/engines/DSTU7624Engine.java?#L1173","#Literal:array,@gen"
"1380297",1273,"InternalEList<?>","EList<PollEnrichDefinition>","Cast","https://lgtm.com/projects/g/jboss-switchyard/tools/snapshot/dist-7890424-1524814812150/files/eclipse/plugins/org.switchyard.tools.models.switchyard1_0/src/org/switchyard/tools/models/switchyard1_0/spring/impl/CatchDefinitionImpl.java?#L947","#KnownReturnType,@gen"
"1604635",1396,"EAttribute","EStructuralFeature","Redundant","https://lgtm.com/projects/g/geotools/geotools/snapshot/dist-34400114-1524814812150/files/modules/ogc/net.opengis.wmts/src/net/opengis/gml311/impl/Gml311PackageImpl.java?#L7860","#LookupById,@gen"
"6698397",6481,"byte","int","PrimCast","https://lgtm.com/projects/g/RestComm/mediaserver/snapshot/dist-1796501640-1524814812150/files/codecs/g711/src/main/java/org/restcomm/media/codec/g711/ulaw/EncoderData.java?#L5503","#Literal:IntToByteArray,@gen"
"7921802",6852,"byte","int","PrimCast","https://lgtm.com/projects/g/apache/tika/snapshot/dist-12170063-1524814812150/files/tika-parsers/src/main/java/org/apache/tika/parser/txt/CharsetRecog_sbcs.java?#L663","#Literal:Array,@gen"
"3211942",3285,"Date","Object","LookupByTypeTag","https://lgtm.com/projects/g/cbaenziger/oozie/snapshot/dist-1505900286441-1524814812150/files/core/src/main/java/org/apache/oozie/executor/jpa/CoordActionQueryExecutor.java?#L211","?BrokenLink"
"2928607",2943,"TextView","View","RefCast","https://lgtm.com/projects/g/thoughtbot/expandable-recycler-view/snapshot/dist-2033480412-1524814812150/files/sample/src/main/java/com/thoughtbot/expandablerecyclerview/sample/multitype/FavoriteArtistViewHolder.java?#L14","#StaticResource,@src"
"4236297",3941,"JsonObject","Object","Cast","https://lgtm.com/projects/g/Netflix/staash/snapshot/dist-48700014-1524814812150/files/staash-core/src/main/java/com/netflix/paas/json/JsonObject.java?#L105","#GuardByInstanceOf:typecase,@src"
"1100047",1161,"Symbol","Object","Redundant","https://lgtm.com/projects/g/eclipse/pdt/snapshot/dist-19313119-1524814812150/files/plugins/org.eclipse.php.core/src/org/eclipse/php/internal/core/ast/scanner/php72/PHPAstParser.java?#L4370","#UseRawType,@gen"
"5555831",5464,"int","int","PrimCast","https://lgtm.com/projects/g/usethesource/capsule/snapshot/dist-1796373627-1524814812150/files/capsule-experimental/src/main/java/io/usethesource/capsule/experimental/specialized/TrieMap_5Bits_Spec0To16.java?#L85053","?BrokenLink"
"7087940",6765,"byte","int","Cast","https://lgtm.com/projects/g/apache/commons-codec/snapshot/dist-64120051-1524814812150/files/src/test/java/org/apache/commons/codec/binary/Base64Test.java?#L979","#Literal:IntToByteArray#Redundant,@test"
"7782675",6842,"SimpleValue","TypeStoreUser","ClassFamily","https://lgtm.com/projects/g/apache/poi/snapshot/dist-1790760597-1524814812150/files/build/xmlbean-sources/org/openxmlformats/schemas/spreadsheetml/x2006/main/impl/CTFutureMetadataImpl.java?#L323","#LookupById,@gen"
"1594345",1396,"LineStringPropertyType","Object","RefCast","https://lgtm.com/projects/g/geotools/geotools/snapshot/dist-34400114-1524814812150/files/modules/ogc/net.opengis.wmts/src/net/opengis/gml311/impl/DocumentRootImpl.java?#L7240","#LookupById,@gen"
"6348964",6279,"Number","T","InstanceOfGuarded","https://lgtm.com/projects/g/ShifuML/shifu/snapshot/dist-22810126-1524814812150/files/src/main/java/ml/shifu/shifu/core/dtrain/dt/SimpleBitSet.java?#L93","#VariableSupertype:GenericType,@src"
"1121825",1161,"Symbol","Object","Cast","https://lgtm.com/projects/g/eclipse/pdt/snapshot/dist-19313119-1524814812150/files/plugins/org.eclipse.php.core/src/org/eclipse/php/internal/core/compiler/ast/parser/php5/CompilerAstParser.java?#L4130","#UseRawType,@src"
"1065279",1161,"Symbol","Object","Cast","https://lgtm.com/projects/g/eclipse/pdt/snapshot/dist-19313119-1524814812150/files/plugins/org.eclipse.php.core/src/org/eclipse/php/internal/core/ast/scanner/php7/PHPAstParser.java?#L5169","#UseRawType,@gen"
"8392754",6990,"WiserMessage","WiserMessage","Redundant","https://lgtm.com/projects/g/droolsjbpm/jbpm/snapshot/dist-1810050-1524814812150/files/jbpm-human-task/jbpm-human-task-core/src/test/java/org/jbpm/services/task/TaskReminderBaseTest.java?#L105","#LookupById,@test"
"1663678",1433,"TransactionErrorException","Throwable","RefCast","https://lgtm.com/projects/g/killbilling/recurly-java-library/snapshot/dist-5970448-1524814812150/files/src/main/java/com/ning/billing/recurly/RecurlyClient.java?#L1865","#GuardByInstanceOf:GetCause,@src"
"4659842",4431,"HistogramOperationStats","OperationStats","ArgumentCheck","https://lgtm.com/projects/g/radargun/radargun/snapshot/dist-44790084-1524814812150/files/extensions/hdrhistogram/src/main/java/org/radargun/stats/HistogramOperationStats.java?#L79","#GuardByInstanceOf:single,@src"
"8913943",7490,"int","long","Cast","https://lgtm.com/projects/b/alphateam/kerfing/snapshot/dist-1307210074-1524814812150/files/kerfing/src/main/java/uk/ac/cam/cl/gproj/alpha/view/ShapeCard.java?#L165","#Numeric,@src"
"6387389",6289,"byte","int","PrimCast","https://lgtm.com/projects/g/aboutsip/pkts/snapshot/dist-24100024-1524814812150/files/pkts-sip/src/test/java/io/pkts/RawData.java?#L793","#Literal:IntToByteArray,@gen"
"5701075",5529,"int","double","Cast","https://lgtm.com/projects/g/igvteam/igv/snapshot/dist-1790811661-1524814812150/files/src/main/java/org/broad/igv/sam/CoverageTrack.java?#L277","#Numeric,@src"
"6872791",6523,"BrokerId","DataStructure","Redundant","https://lgtm.com/projects/g/mmosemmle/activemq_20155254/snapshot/dist-1506125586028-1524814812150/files/activemq-openwire-legacy/src/main/java/org/apache/activemq/openwire/v6/BrokerInfoMarshaller.java?#L157","#Deserialization,@gen"
"6763188",6481,"Collection<MgcpMessageObserver>","Object","Testing","https://lgtm.com/projects/g/RestComm/mediaserver/snapshot/dist-1796501640-1524814812150/files/controls/mgcp2/src/test/java/org/restcomm/media/control/mgcp/transaction/GlobalMgcpTransactionManagerTest.java?#L79","#LookupById,@test"
"4313110",4020,"CheckBox","View","CovariantReturn","https://lgtm.com/projects/g/card-io/card.io-Android-SDK/snapshot/dist-1869110896-1524814812150/files/SampleApp/src/main/java/io/card/development/SampleActivity.java?#L70","#StaticResource:findViewById,@src"
"5926866",5798,"MASlipStickChart","View","Cast","https://lgtm.com/projects/g/limccn/Android-Charts/snapshot/dist-2035560528-1524814812150/files/src/src/cn/limc/demo/activity/MASlipStickChartActivity.java?#L60","#StaticResource:findViewById,@src"
"3040086",3175,"int","long","SearchOrFilterByType","https://lgtm.com/projects/g/jpcsp/jpcsp/snapshot/dist-1790760277-1524814812150/files/src/jpcsp/GUI/CheatsGUI.java?#L248","#Numeric,@src"
"6765717",6481,"byte","int","Cast","https://lgtm.com/projects/g/RestComm/mediaserver/snapshot/dist-1796501640-1524814812150/files/spi/src/main/java/org/restcomm/media/spi/dtmf/DtmfTonesData.java?#L44","#Literal:IntToByteArray,@gen"
"4987023",4930,"Deprecated","Object","Testing","https://lgtm.com/projects/g/gosu-lang/gosu-lang/snapshot/dist-1970880123-1524814812150/files/gosu-test/src/test/java/gw/spec/core/annotations/instances/GeneratedCoreAnnotationInstancesOnEnhancementDirectlyTest.java?#L3110","#GetOrCreateByClassLiteral,@test"
"336490",317,"Class<>","Object","SearchOrFilterByType","https://lgtm.com/projects/g/googleads/googleads-java-lib/snapshot/dist-44920018-1524814812150/files/modules/dfp_axis/src/main/java/com/google/api/ads/dfp/axis/v201802/ContentMetadataKeyHierarchyServiceSoapBindingStub.java?#L651","#GuardByInstanceOf:typecase,@src"
"8668753",7183,"MockReplicaId","ReplicaId","Cast","https://lgtm.com/projects/g/linkedin/ambry/snapshot/dist-1055230150-1524814812150/files/ambry-clustermap/src/test/java/com.github.ambry.clustermap/MockPartitionId.java?#L48","#VariableSupertype,@src"
"8888089",7478,"RenderableData","ClientData","RefCast","https://lgtm.com/projects/b/projectswg/holocore/snapshot/dist-1284740488-1524814812150/files/PSWGCommon/src/com/projectswg/common/data/swgfile/visitors/appearance/AppearanceTemplateList.java?#L86","#GuardByInstanceOf:single,@src"
"8448676",6992,"Node<Integer,String>","Entry<>","RefCast","https://lgtm.com/projects/g/droolsjbpm/drools/snapshot/dist-12330021-1524814812150/files/drools-core/src/test/java/org/drools/core/util/RBTreeTest.java?#L90","#UseRawType:ClassCouldUseGenerics,@test"
"6119289",6012,"CurriculaCourseSelectionBox","Widget","RefCast","https://lgtm.com/projects/g/UniTime/unitime/snapshot/dist-22721873-1524814812150/files/target/src/org/unitime/timetable/gwt/client/curricula/CurriculaCourses.java?#L1164","?BrokenLink"
"7964424",6857,"long","int","Redundant","https://lgtm.com/projects/g/apache/hadoop/snapshot/dist-956730001-1524814812150/files/hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/balancer/TestBalancer.java?#L1596","#Numeric,@test"
"7453020",6819,"DataType","Object","Cast","https://lgtm.com/projects/g/apache/camel/snapshot/dist-2113840756-1524814812150/files/camel-core/src/main/java/org/apache/camel/spi/DataType.java?#L87","#Equals:InstanceOf,@src"
"3018971",3103,"AbstractLangSourceViewerConfiguration","SourceViewerConfiguration","Cast","https://lgtm.com/projects/g/GoClipse/goclipse/snapshot/dist-6890054-1524814812150/files/plugin_ide.ui/src-lang/melnorme/lang/ide/ui/editor/AbstractLangEditor.java?#L131","#GuardByInstanceOf:single,@src"
"4418503",4141,"float","double","Cast","https://lgtm.com/projects/g/Unidata/thredds/snapshot/dist-15090044-1524814812150/files/ui/src/main/java/ucar/nc2/ui/coverage2/CoverageRenderer.java?#L768","#Numeric,@src"
"7563305",6833,"NewsAddress","Address","Cast","https://lgtm.com/projects/g/apache/james-project/snapshot/dist-5990252-1524814812150/files/server/mailet/mailets/src/test/java/org/apache/james/samples/mailets/InstrumentationMailet.java?#L155","#GuardByInstanceOf:typecase,@src"
"6989801",6666,"int","Integer","RefCast","https://lgtm.com/projects/g/TheCoder4eu/BootsFaces-OSP/snapshot/dist-7890019-1524814812150/files/src/main/java/net/bootsfaces/component/thumbnail/ThumbnailCore.java?#L442","#LookupById#Unboxing,@src"
"8381167",6990,"ColorFactory","EFactory","ClassFamily","https://lgtm.com/projects/g/droolsjbpm/jbpm/snapshot/dist-1810050-1524814812150/files/jbpm-bpmn2-emfextmodel/src/main/java/org/omg/spec/bpmn/non/normative/color/impl/ColorPackageImpl.java?#L205","#KnownReturnType,@gen"
"7092070",6766,"TBase<>","TApplicationException","Cast","https://lgtm.com/projects/g/apache/airavata/snapshot/dist-9980311-1524814812150/files/airavata-api/airavata-api-stubs/src/main/java/org/apache/airavata/api/Airavata.java?#L31497","#Redundant:New,@gen"
"6988206",6666,"int","Integer","RefCast","https://lgtm.com/projects/g/TheCoder4eu/BootsFaces-OSP/snapshot/dist-7890019-1524814812150/files/src/main/java/net/bootsfaces/component/panelGrid/PanelGrid.java?#L606","#LookupById#Unboxing,@src"
"4445711",4185,"byte","int","PrimCast","https://lgtm.com/projects/g/actorapp/actor-platform/snapshot/dist-1862080846-1524814812150/files/actor-sdk/sdk-core/runtime/runtime-shared/src/main/java/im/actor/runtime/crypto/primitives/kuznechik/KuznechikTables.java?#L110","#Literal:IntToByteArray,@gen"
"5386232",5294,"Long","Object","RefCast","https://lgtm.com/projects/g/opensourceBIM/BIMserver/snapshot/dist-44770082-1524814812150/files/PluginBase/generated/org/bimserver/interfaces/objects/SRevisionBranched.java?#L100","#GuardByTypeTag,@src"
"3297036",3516,"int","float","PrimCast","https://lgtm.com/projects/g/alibaba/vlayout/snapshot/dist-1986110528-1524814812150/files/vlayout/src/main/java/com/alibaba/android/vlayout/layout/OnePlusNLayoutHelperEx.java?#L270","#Numeric,@src"
"8540845",7062,"CharSequence","Object","InstanceOfGuarded","https://lgtm.com/projects/g/rednaga/DexHook/snapshot/dist-2033180593-1524814812150/files/app/libs/XposedBridgeApi-54.jar/android/content/res/XResources.java?#L706","#GuardByInstanceOf:typecase,@src"
"8665023",7182,"ACL","RecordTemplate","RefCast","https://lgtm.com/projects/g/linkedin/rest.li/snapshot/dist-15120158-1524814812150/files/restli-int-test-api/src/mainGeneratedDataTemplate/java/com/linkedin/repo/acl/api/ACL.java?#L180","#Clone:CallingCopy,@src"
"4727262",4573,"BlackHoleTableHandle","ConnectorTableHandle","RefCast","https://lgtm.com/projects/g/prestodb/presto/snapshot/dist-1985111290-1524814812150/files/presto-blackhole/src/main/java/com/facebook/presto/plugin/blackhole/BlackHoleMetadata.java?#L144","#Family,@src"
"3293007",3494,"JSONObject","Object","RefCast","https://lgtm.com/projects/g/ricorrales07/Inge1/snapshot/dist-1505882076650-1524814812150/files/src/main/java/com/morpho/resources/AppResourcesMethods.java?#L720","#Factory,@src"
"5139100",5043,"String","Object","InstanceOfGuarded","https://lgtm.com/projects/g/elexis/elexis-3-core/snapshot/dist-26050192-1524814812150/files/ch.rgw.utility/src/ch/rgw/tools/StringTool.java?#L522","#GuardByInstanceOf:single,@src"
"1663283",1432,"double","int","PrimCast","https://lgtm.com/projects/g/MariaDB/mariadb-connector-j/snapshot/dist-21210504-1524814812150/files/src/test/java/org/mariadb/jdbc/ResultSetUnsupportedMethodsTest.java?#L269","#Literal:InvocationContext,@test"
"8069351",6867,"String","Object","Cast","https://lgtm.com/projects/g/apache/hbase/snapshot/dist-19218571-1524814812150/files/hbase-protocol-shaded/target/generated-sources/protobuf/java/org/apache/hadoop/hbase/shaded/protobuf/generated/EncryptionProtos.java?#L725","#GuardByInstanceOf:Single,@src"
"8939391",7516,"int","double","SearchOrFilterByType","https://lgtm.com/projects/b/DigitalMfgCommons/dome/snapshot/dist-1292641344-1524814812150/files/src/com/touchgraph/graphlayout/interaction/HVRotateDragUI.java?#L189","#Numeric,@src"
"7507392",6819,"Element","Node","Redundant","https://lgtm.com/projects/g/apache/camel/snapshot/dist-2113840756-1524814812150/files/tooling/maven/camel-eip-documentation-enricher-maven-plugin/target/generated-sources/plugin/HelpMojo.java?#L273","#LookupById,@src"
"6287643",6152,"int","int","PrimCast","https://lgtm.com/projects/g/deeplearning4j/deeplearning4j/snapshot/dist-1259200015-1524814812150/files/deeplearning4j-ui-parent/deeplearning4j-ui-model/src/main/java/org/deeplearning4j/ui/stats/sbe/StaticInfoEncoder.java?#L346","#Redundant:ArrayLengthIntToInt#Numeric,@src"
"4448189",4194,"K","Object","RefCast","https://lgtm.com/projects/g/mongojack/mongojack/snapshot/dist-1794241210-1524814812150/files/src/main/java/org/mongojack/internal/DBRefDeserializer.java?#L72","#KnownReturnType:ToGeneric,@src"
"3982876",3692,"String","Object","Redundant","https://lgtm.com/projects/g/jbosstools/jbosstools-server/snapshot/dist-1505879776447-1524814812150/files/as/plugins/org.jboss.tools.as.runtimes.integration/src/org/jboss/tools/as/runtimes/integration/util/RuntimeMatcher.java?#L245","#LookupById,@src"
"3491232",3625,"GammaTxn","Txn","RefCast","https://lgtm.com/projects/g/pveentjer/Multiverse/snapshot/dist-44770079-1524814812150/files/multiverse-core/src/test/java/org/multiverse/stms/gamma/GammaTxnExecutor_speculativeTest.java?#L147","#Family,@test"
"3575964",3647,"Cacheable","R","RefCast","https://lgtm.com/projects/g/GrizzlyNIO/grizzly-mirror/snapshot/dist-50010069-1524814812150/files/modules/bundles/comet/src/main/java/org/glassfish/grizzly/impl/ReadyFutureImpl.java?#L259","?BrokenLink"
"2111153",1897,"T","Object","Cast","https://lgtm.com/projects/g/alexo/wro4j/snapshot/dist-104001367-1524814812150/files/wro4j-core/src/main/java/ro/isdc/wro/util/ProxyFactory.java?#L78","#ImplicitIntersectionType:newProxyInstance,@src"
"3343266",3532,"T","T","Cast","https://lgtm.com/projects/g/alibaba/dubbo/snapshot/dist-3960362-1524814812150/files/dubbo-serialization/dubbo-serialization-kryo/src/test/java/com/alibaba/dubbo/common/serialize/serialization/AbstractSerializationTest.java?#L452","#Deserialization,@test"
"1867902",1660,"StackElement","Object","Testing","https://lgtm.com/projects/g/dynjs/dynjs/snapshot/dist-39915847-1524814812150/files/src/test/java/org/dynjs/runtime/StackTraceTest.java?#L115","#Factory,@test"
"59891",145,"CaseInsensitiveString","Object","RefCast","https://lgtm.com/projects/g/gocd/gocd/snapshot/dist-1964780006-1524814812150/files/config/config-api/src/test/java/com/thoughtworks/go/domain/CaseInsensitiveStringTest.java?#L52","#ReflectiveAccessibility#Clone,@src"
"2664399",2528,"Element","Object","RefCast","https://lgtm.com/projects/g/HIT-SCIR/ltp-cloud-sdk/snapshot/dist-1506204006200-1524814812150/files/Java/src/edu/hit/ir/ltpService/LTML.java?#L614","#Composite,@src"
"5771094",5600,"DataStructure","ActiveMQDestination","RefCast","https://lgtm.com/projects/g/adityasharad/lgtm-workshop/snapshot/dist-1505962666548-1524814812150/files/src/activemq/activemq-openwire-legacy/src/main/java/org/apache/activemq/openwire/v4/MessageDispatchMarshaller.java?#L86","#Deserialization,@gen"
